name,brand,price,img,description,url
Kit 2 Shorts Bermudas Liso Lisa e Listrado Masculino Tactel Básico Preto,Resina,"R$ 64,90",https://static.dafiti.com.br/p/Resina-Kit-2-Shorts-Bermudas-Liso-Lisa-e-Listrado-Masculino-Tactel-Básico-Preto-5099-3640019-1-zoom.jpg,"Nos dias de calor, o que mais queremos é nos sentir refrescados. Para isso, usar um short é uma ótima pedida, pensando nesse problema nós lançamos nossos próprios modelos. São peças versáteis, onde combinam com qualquer outro modelo de roupa. Seu tecido microfibra e 100% poliéster promovem um toque refrescante, te deixando confortável para o dia-dia.  Benefícios: Peça de roupa versátil, combinando com qualquer estilo. Possui um tecido refrescante, te promove conforto para o uso diário",https://www.dafiti.com.br/Kit-2-Shorts-Bermudas-Liso-Lisa-e-Listrado-Masculino-Tactel-Basico-Preto-9100463.html
Camiseta Carimbo Gaze Reserva Branco,Reserva,"R$ 89,00",https://static.dafiti.com.br/p/Reserva-Camiseta-Carimbo-Gaze-Reserva-Branco-6002-9533175-1-zoom.jpg,Camisetas Reserva com estampas exclusivas da marca. Compostas de malha 100% algodão. Produção sob demanda.,https://www.dafiti.com.br/Camiseta-Carimbo-Gaze-Reserva-Branco-5713359.html
Kit 10pçs Cueca MASH Boxer Logo Preto/Branco,MASH,"R$ 159,99",https://static.dafiti.com.br/p/MASH-Kit-10pçs-Cueca-MASH-Boxer-Logo-Preto/Branco-2737-9847583-1-zoom.jpg,Kit 10pçs Cueca MASH Boxer Logo Preto/BrancoMedidas da peça no tamanho M: Cintura: 68cm /Lateral: 25cm /Comprimento: 30cm (medidas sem elasticidade),https://www.dafiti.com.br/Kit-10pcs-Cueca-MASH-Boxer-Logo-Preto%2FBranco-3857489.html
Camiseta Aramis Estampada Azul,Aramis,"R$ 79,99",https://static.dafiti.com.br/p/Aramis-Camiseta-Aramis-Estampada-Azul-1486-3189067-1-zoom.jpg,"Camiseta Aramis Estampada AzulManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 14cm/ Ombro a Ombro: 47cm/ Manga: 22cm/ Tórax: 106cm /Comprimento: 68cmMedidas do Modelo: Altura: 1,86m/ Tórax: 100cm/ Manequim: 42.Características: Possui estampa frontal.",https://www.dafiti.com.br/Camiseta-Aramis-Estampada-Azul-7609813.html
Kit Cueca 3pçs MASH Logo Preta/Cinza/Branca,MASH,"R$ 39,99",https://static.dafiti.com.br/p/MASH-Kit-Cueca-3pçs-MASH-Logo-Preta/Cinza/Branca-7527-9230143-1-zoom.jpg,Kit Cueca 3pçs MASH Logo Preta/Cinza/Branca Tipo de Produto: Kit Cueca 3pçsModelagem: SlipTamanho: MComposição: Cinza: 88% Algodão / 12% Poliéster / Demais cores: 100% AlgodãoMedidas da peça: Cintura: 70cm/ Lateral: 10cm/ Comprimento: 28cm (medidas sem elasticidade).Tipo de Tecido: Malha,https://www.dafiti.com.br/Kit-Cueca-3pcs-MASH-Logo-Preta%2FCinza%2FBranca-3410329.html
CAMISETA CARIMBO GAZE RESERVA Azul,Reserva,"R$ 89,00",https://static.dafiti.com.br/p/Reserva-CAMISETA-CARIMBO-GAZE-RESERVA-Azul-1790-3801668-1-zoom.jpg,"Camiseta Reserva com estampa exclusiva da marca. Essa estampa é craquelada propositalmente, dando um aspecto rústico e mais vintage à peça. Produzido eticamente no Brasil. Comprando esta peça, você viabiliza cinco pratos de comida através do nosso programa 1P5P. Produção sob demanda.",https://www.dafiti.com.br/CAMISETA-CARIMBO-GAZE-RESERVA-Azul-8661083.html
Kit 10pçs Meia MASH Soquete Logo Preto/Branco/Cinza,MASH,"R$ 59,99",https://static.dafiti.com.br/p/MASH-Kit-10pçs-Meia-MASH-Soquete-Logo-Preto/Branco/Cinza-3398-7812174-1-zoom.jpg,"Kit 10pçs Meia MASH Soquete Logo Preto/Branco/CinzaModelagem: SoqueteEstampa/Padronagem: LetteringTamanho: 39-44Material: AlgodãoComposição: 69% algodão, 29% poliamida e 2% elastanoTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaCaracterísticas Especiais: O kit conta com dez pares sendo três pares brancos, três pares cinzas e quatros pares pretos",https://www.dafiti.com.br/Kit-10pcs-Meia-MASH-Soquete-Logo-Preto%2FBranco%2FCinza-4712187.html
Kit 10pçs Meia MASH Soquete Logo Branco,MASH,"R$ 44,99",https://static.dafiti.com.br/p/MASH-Kit-10pçs-Meia-MASH-Soquete-Logo-Branco-3392-1812174-1-zoom.jpg,"Kit 10pçs Meia MASH Soquete Logo BrancoModelagem: SoqueteEstampa/Padronagem: LetteringTamanho: 39-44Material: AlgodãoComposição: 69% algodão, 29% poliamida e 2% elastanoTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaCaracterísticas Especiais: O kit conta com dez pares sendo todos brancos",https://www.dafiti.com.br/Kit-10pcs-Meia-MASH-Soquete-Logo-Branco-4712181.html
Camiseta Mr Kitsch Manga Curta Bolso Preta/Branca,Mr Kitsch,"R$ 39,99",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Manga-Curta-Bolso-Preta/Branca-5237-8462694-1-zoom.jpg,"Camiseta Mr Kitsch Manga Curta Bolso Preta/BrancaModelagem: RetaManga: CurtaEstampa/Padronagem: OutrasGola: RedondaTamanho: M Quantidade de Bolsos: 1Material: AlgodãoComposição: 100% algodãoTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaMedidas da peça: Ombro: 15cm/ Ombro a Ombro: 52cm/ Manga: 24cm/ Tórax: 120cm /Comprimento: 72cmMedidas Modelo: Altura 1,88m / Tórax 98cm / Manequim 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Manga-Curta-Bolso-Preta%2FBranca-4962648.html
Camiseta Joss Corte a Fio Caveira Premium Chumbo,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Caveira-Premium-Chumbo-4236-4297474-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Caveira-Premium-Chumbo-4747924.html
Camiseta Mr Kitsch Logo Bordô,Mr Kitsch,"R$ 39,90",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Logo-Bordô-4353-7121805-1-zoom.jpg,"Camiseta Mr Kitsch Logo BordôManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 16cm/ Ombro a Ombro: 51cm/ Manga: 23cm/ Tórax: 122cm /Comprimento: 71cmMedidas do Modelo: Altura: 1,90m/ Tórax: 101cm/ Manequim: 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Logo-Bordo-5081217.html
Camiseta Joss Corte a Fio Native Cinza,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Native-Cinza-7844-5696894-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Native-Cinza-4986965.html
Short de Praia Lucas Lunny  Listras Azul / Vermelho,Lucas Lunny,"R$ 69,90",https://static.dafiti.com.br/p/Lucas-Lunny-Short-de-Praia-Lucas-Lunny--Listras-Azul-/-Vermelho-8750-7908867-1-zoom.jpg,"Os Shorts Lucas Lunny são confeccionados com os melhores materiais do mercado.Os modelos estão super em alta e são a moda do momento.Estampas digitais de ótima durabilidade e tecidos com modelagens confortáveis e resistentes. Tecido: 100% Poliéster ( Tactel )02 Bolsos DianteirosCós anatômico em elásticoÓtima Qualidade, Estampas e Cores Lindas, Ideal para Praia ou Piscina!Costura ReforçadaÓtimo Acabamento --- VEJA O TAMANHO---P - Altura 40cm - Cintura 48cmM - Altura 41cm - Cintura 50cmG - Altura 43cm - Cintura 54cmGG - Altura 44cm - Cintura 58cmXG - Altura 47cm - Cintura 72cm OBS: As medidas podem variar em até 2 cm.",https://www.dafiti.com.br/Short-de-Praia-Lucas-Lunny--Listras-Azul-%2F-Vermelho-7688097.html
Kit com 10 Cuecas Boxer Box Try Basics Algodão Cotton Lisa Básica Casual Moda Masculina Preto,Try Basics,"R$ 89,90",https://static.dafiti.com.br/p/Try-Basics-Kit-com-10-Cuecas-Boxer-Box-Try-Basics-Algodão-Cotton-Lisa-Básica-Casual-Moda-Masculina-Preto-0593-9543298-1-zoom.jpg,"Nossos produtos oferecem o essencial conforto e a sensação de bem estar. Uma modelagem que proporciona o caimento perfeito. Nossa Cueca Boxer básica possui costuras resistentes, elástico confortável com interior aveludado para evitar a irritação na pele e facilita a transpiração.  Material: Cotton (Algodão) Composição Cueca: 95% Algodão e 5% Elastano Composição Forro: 100% Algodão Modelagem: Boxer Estampa: Lisa Ocasião de uso: Casual Lavagem: Pode ser lavado na maquina  MEDIDAS: P:Cintura 70cm / Cintura Esticada 100cm / Altura 26cm / Manequim 34/36 M:Cintura 74cm / Cintura Esticada 120cm / Altura 27cm / Manequim 38/40 G:Cintura 76cm / Cintura Esticada 124cm / Altura 28cm / Manequim 42/44 GG:Cintura 80cm / Cintura Esticada 132cm / Altura 29cm / Manequim 46/318",https://www.dafiti.com.br/Kit-com-10-Cuecas-Boxer-Box-Try-Basics-Algodao-Cotton-Lisa-Basica-Casual-Moda-Masculina-Preto-8923459.html
Camiseta Jay Jay Corte a Fio Staff Photografer Preta,Jay Jay,"R$ 59,90",https://static.dafiti.com.br/p/Jay-Jay-Camiseta-Jay-Jay-Corte-a-Fio-Staff-Photografer-Preta-3249-9528217-1-zoom.jpg,"Camiseta Corte à Fio JayJay com caimento reto, máxima qualidade e conforto para o seu dia a dia._x000D__x000D__x000D_Composição: 100% Algodão_x000D_Tipo de Tecido: Malha_x000D_Gola: Redonda_x000D_Estampa: Silk_x000D_Tipo de Produto: Camiseta Corte à Fio_x000D_Modelagem: Reta _x000D_Manga: Curta _x000D_Garantia: 7 dias após o recebimento",https://www.dafiti.com.br/Camiseta-Jay-Jay-Corte-a-Fio-Staff-Photografer-Preta-7128259.html
Camiseta Aramis Cromado Verde,Aramis,"R$ 79,99",https://static.dafiti.com.br/p/Aramis-Camiseta-Aramis-Cromado-Verde-7756-5172177-1-zoom.jpg,"Camiseta Aramis Cromado VerdeManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 13cm/ Ombro a Ombro: 48cm/ Manga: 22cm/ Tórax: 112cm /Comprimento: 73cmMedidas do Modelo: Altura: 1,86m/ Tórax: 97cm/ Manequim: 42.Características: Possui logo bordado.",https://www.dafiti.com.br/Camiseta-Aramis-Cromado-Verde-7712715.html
Camiseta Mr Kitsch Manga Curta Color Block Vermelha/Grafite,Mr Kitsch,"R$ 39,99",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Manga-Curta-Color-Block-Vermelha/Grafite-4679-7262694-1-zoom.jpg,"Camiseta Mr Kitsch Manga Curta Color Block Vermelha/GrafiteModelagem: RetaManga: CurtaEstampa/Padronagem: OutrasGola: RedondaTamanho: M Material: AlgodãoComposição: 50% algodão e 50% poliésterTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaMedidas da peça: Ombro: 15cm/ Ombro a Ombro: 52cm/ Manga: 24cm/ Tórax: 116cm /Comprimento: 74cmMedidas Modelo: Altura 1,88m / Tórax 98cm / Manequim 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Manga-Curta-Color-Block-Vermelha%2FGrafite-4962627.html
Camisa Polo Aramis Reta Bordado Vermelha,Aramis,"R$ 119,99",https://static.dafiti.com.br/p/Aramis-Camisa-Polo-Aramis-Reta-Bordado-Vermelha-4505-1389067-1-zoom.jpg,"Camisa Polo Aramis Reta Bordado VermelhaManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho G: Ombro: 16cm/ Ombro a Ombro: 52cm/ Manga: 21cm/ Tórax: 120cm /Comprimento: 71cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui bordado frontal.",https://www.dafiti.com.br/Camisa-Polo-Aramis-Reta-Bordado-Vermelha-7609831.html
Calça Moletom Jogger Flanelado Iron Masculino Chumbo,KS CASUAL & SPORT,"R$ 49,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Calça-Moletom-Jogger-Flanelado-Iron-Masculino-Chumbo-6626-3933268-1-zoom.jpg,"Calça Moletom Flanelado Iron Adulto é para quem procura estilo e versatilidade para o dia-a-dia. Composta por material a base de 50% Algodão e 50% Poliéster, a Calça Moletom Flanelado Iron Adulto possui caimento no corpo é muito confortável. A composição de seu material permite que seja usada tanto para atividades físicas - por sua flexibilidade e facilidade nos movimentos, como horas de lazer e momentos mais casuais do seu dia - graças a seu acabamento despojado.Com o cós em elástico e cordão, a Calça Moletom Flanelado Iron Adulto é ajustável a cintura. Com bolsos laterais, você pode levar sua carteira e chaves em suas tarefas diárias.Com é uma peça em tom único e uniforme, a Calça Moletom Flanelado Iron Adulto garante ampla variedade de combinações de peças, como camisas lisas ou estampadas em tom claro e tênis escuro ou camisas lisas ou estampadas em tom escuro e tênis claro. A Calça Moletom Flanelado Iron Adulto também vai muito bem com acessórios como correntes e pulseiras. Em 2021 a tendência é combiná-la com agasalhos como blusa corta-vento. Confira algumas características da Calça Moletom Flanelado Iron Adulto:Medidas Aproximadas:*** •Tamanho: P - Comprimento: 091-093cm - Cintura: 30-39cm – Quadril: 041-042cm;•Tamanho: M - Comprimento: 095-097cm - Cintura: 33-41cm – Quadril: 043-044cm;•Tamanho: G - Comprimento: 099-101cm - Cintura: 34-45cm – Quadril: 047-048cm;•Tamanho: GG - Comprimento: 099-101cm - Cintura: 35-47cm – Quadril: 048-049cm;Material:•Moletom;Composição:•50% Algodão e 50% Poliéster;Nesse outono-inverno, não perca tempo e garanta já sua Calça Moletom Flanelado Iron Adulto na KS Casual & Sport. Seu armário mais versátil e casual para as mais variadas combinações. Arrase no look do dia-a-dia.*Medidas aproximadas. Tamanhos podem variar em até 2,5cm para mais ou menos, devido as variações de temperatura, lavagem e armazenamentos dos tecidos.",https://www.dafiti.com.br/Calca-Moletom-Jogger-Flanelado-Iron-Masculino-Chumbo-8623393.html
Calça Jeans Pentagono Masculino Preto,KS CASUAL & SPORT,"R$ 69,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Calça-Jeans-Pentagono-Masculino-Preto-2550-1661068-1-zoom.jpg,"Calça Jeans Pentagono MasculinoSe fossemos explicar o que a Calça Jeans Pentagono Masculino em uma única palavra, essa palavra seria: estilo. Com seu corte skinny e lavagem moderna, é perfeita para qualquer tipo de evento ou até mesmo no dia a dia. Quer conhecer mais da Calça Jeans Pentagono Masculino? Então vamos lá: Dois bolsos dianteiros pensados para guardar celulares Dois bolsos traseiros, confortáveis e seguros Elastano para melhor adaptação e modelagem no corpo; Modelagem pensada de forma moderna e adaptável.Medidas Aproximadas:**Tamanho: 36cm - Comprimento: 106-108cm - Cintura: 35-41cm - Quadril: 46-48cm;/Tamanho: 38cm - Comprimento: 108-110cm - Cintura: 37-46cm - Quadril: 48-50cm;Tamanho: 40cm - Comprimento: 110-112cm - Cintura: 43-47cm - Quadril: 50-52cm;Tamanho: 42cm - Comprimento: 110-112cm - Cintura: 44-50cm - Quadril: 52-54cm;Tamanho: 44cm - Comprimento: 110-112cm - Cintura: 45-52cm - Quadril: 54-56cm;Tamanho: 46cm - Comprimento: 110-112cm - Cintura: 46-54cm - Quadril: 56-58cm;Tamanho: 48cm - Comprimento: 110-112cm - Cintura: 50-55cm - Quadril: 60-62cm;Disponível em diversos tamanhos, a Calça Jeans Pentagono Masculino é feita para qualquer pessoa que queira aliar o conforto com o estilo em seu dia a dia. Se você não abre mão de estar sempre bem arrumado e confortável, esse modelo de calça é perfeito para você. Precisando de mais modelos para compor seu look? Adicione a Calça Jeans Pentagono Masculino ao carrinho e dê uma olhada em nosso catálogo de roupas, você encontrará tudo o que precisa para estar sempre na moda e preparado. Na KS Casual & Sport você encontra a roupa certa para cada momento. Com ótimas formas de pagamento, aqui é o lugar que você procurava para repaginar seu guarda-roupa com estilo e ótimos valores. Não perca mais tempo e mostre ao mundo seu novo eu, com roupas estilosas e cheias de personalidade.",https://www.dafiti.com.br/Calca-Jeans-Pentagono-Masculino-Preto-8601661.html
Meia Puma Performance Preta,Puma,"R$ 14,99",https://static.dafiti.com.br/p/Puma-Meia-Puma-Performance-Preta-6689-5533824-1-zoom.jpg,Meia Puma Performance PretaTamanho: 34 a 39Composição: 95% Poliamida e 5% ElastanoTipo de Tecido: Malha,https://www.dafiti.com.br/Meia-Puma-Performance-Preta-4283355.html
Kit 10pçs Cueca MASH Boxer Básica Preta/Azul/Branca,MASH,"R$ 149,98",https://static.dafiti.com.br/p/MASH-Kit-10pçs-Cueca-MASH-Boxer-Básica-Preta/Azul/Branca-3371-3557583-1-zoom.jpg,"Kit 10pçs Cueca MASH Boxer Básica Preta/Azul/BrancaModelagem: BoxerAltura da cintura: Cintura MédiaTamanho: P Material: AlgodãoComposição: Cinza: 84% algodão, 12% poliéster e 4% elastano; Demais cores: 95% algodão e 5% elastano.Tipo de Tecido: MalhaLavagem: Lavar à mãoMedidas da peça: Cintura: 60cm /Lateral: 22cm /Comprimento: 24cm (medidas sem elasticidade)Características Especiais: O kit conta com 10 peças, sendo 2 brancas, 2 cinzas, 2 pretas, 2 azuis e 2 azul-marinho.",https://www.dafiti.com.br/Kit-10pcs-Cueca-MASH-Boxer-Basica-Preta%2FAzul%2FBranca-3857553.html
Short Bermuda Resina Estampado Folhas Masculino Tactel Básico Azul,Resina,"R$ 34,90",https://static.dafiti.com.br/p/Resina-Short-Bermuda-Resina-Estampado-Folhas-Masculino-Tactel-Básico-Azul-1591-5529019-1-zoom.jpg,"Nos dias de calor, o que mais queremos é nos sentir refrescados. Para isso, usar um short é uma ótima pedida, pensando nesse problema nós lançamos nossos próprios modelos. São peças versáteis, onde combinam com qualquer outro modelo de roupa. Seu tecido microfibra e 100% poliéster promovem um toque refrescante, te deixando confortável para o dia-dia.  Benefícios: Peça de roupa versátil, combinando com qualquer estilo. Possui um tecido refrescante, te promove conforto para o uso diário",https://www.dafiti.com.br/Short-Bermuda-Resina-Estampado-Folhas-Masculino-Tactel-Basico-Azul-9109255.html
Calça Jogger Sarja K1 Masculino Preto,KS CASUAL & SPORT,"R$ 59,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Calça-Jogger-Sarja-K1-Masculino-Preto-9518-5160368-1-zoom.jpg,"Calça Jogger Sarja K1 MasculinoComposta em Sarja e Elastano, a Calça Jogger Sarja K1 Masculino é perfeita para você que quer atrelar estilo e conforto.  Com grande versatilidade, a Calça Jogger Sarja K1 Masculino pode compor diversos estilos diferentes, independente da personalidade de quem usa. Grandes nomes do mundo da música e esportes já perceberam essa versatilidade e usam constantemente o modelo, fazendo assim, com que ele esteja sempre em alta quando o assunto é moda. A atenção aos detalhes e a qualidade do produto tornam essa peça um coringa de seu armário. Conheça mais:-Ajuste de cintura: feito através de elástico ou cordão-Ajuste de tornozelo: feito através de elásticos;-Bolsos: dois bolsos laterais e dois bolsos traseiros.Medidas Aproximadas:Tamanho: P - Comprimento: 103-105cm - Cintura: 35-42cm - Quadril: 50-55Tamanho: M - Comprimento: 103-105cm - Cintura: 38-46cm - Quadril: 54-56cm;Tamanho: G - Comprimento: 106-108cm - Cintura: 40-47cm - Quadril: 57-59cm;Tamanho: GG - Comprimento: 106-108cm - Cintura: 42-51cm - Quadril: 60-52cm;Disponível nas cores: Caramelo/Bege, Preto, Verde Militar (Camuflada) e Azul Marinho;Pensada para ter alta qualidade e durabilidade, a Calça Jogger Sarja K1 Masculino é feita a partir das melhores malhas. Trazendo mais atenção aos detalhes e deixando a peça ainda mais estilosa. É a hora certa para repaginar o seu estilo ou agregar ainda mais beleza com a Calça Jogger Sarja K1 Masculino. Na KS Casual & Sport você tem tudo o que precisa em uma calça: beleza, estilo e durabilidade. Adicione a peça ao seu carrinho e mostre ao mundo que você não é comum e tem um estilo próprio e confiante! Tamanhos podem variar em até 2,5cm para mais ou menos, devido as variações de temperatura, lavagem e armazenamentos dos tecidos.",https://www.dafiti.com.br/Calca-Jogger-Sarja-K1-Masculino-Preto-8630615.html
Calça Jeans Polo Wear Skinny Estonada Azul-Marinho,Polo Wear,"R$ 84,99",https://static.dafiti.com.br/p/Polo-Wear-Calça-Jeans-Polo-Wear-Skinny-Estonada-Azul-Marinho-2047-7326808-1-zoom.jpg,"Calça Jeans Polo Wear Skinny Estonada Azul-MarinhoFecho: Botão e ZíperBolsos: 5Medidas da peça no tamanho 42: Cintura: 94cm /Quadril: 112cm /Gancho: 33cm /Comprimento: 109cmMedidas do Modelo: Altura: 1,86m/ Tórax: 97cm/ Manequim: 42.Características: Possui lavagem estonada.",https://www.dafiti.com.br/Calca-Jeans-Polo-Wear-Skinny-Estonada-Azul-Marinho-8086237.html
Camisa Polo Aramis Reta Bordado Azul,Aramis,"R$ 99,99",https://static.dafiti.com.br/p/Aramis-Camisa-Polo-Aramis-Reta-Bordado-Azul-5587-9982177-1-zoom.jpg,"Camisa Polo Aramis Reta Bordado AzulManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho M: Ombro: 17cm/ Ombro a Ombro: 51cm/ Manga: 24cm/ Tórax: 114cm /Comprimento: 77cmMedidas do Modelo: Altura: 1,87m/ Tórax: 96cm/ Manequim: 40.Características: Possui bordado frontal.",https://www.dafiti.com.br/Camisa-Polo-Aramis-Reta-Bordado-Azul-7712899.html
Camiseta Calvin Klein Jeans Estampada Verde,Calvin Klein Jeans,"R$ 74,99",https://static.dafiti.com.br/p/Calvin-Klein-Jeans-Camiseta-Calvin-Klein-Jeans-Estampada-Verde-3292-5208447-1-zoom.jpg,"Camiseta Calvin Klein Jeans Estampada VerdeManga: CurtaGola: RedondaMedidas da peça no tamanho GGG: Ombro: 17cm/ Ombro a Ombro: 53cm/ Manga: 24cm/ Tórax: 124cm /Comprimento: 72cmMedidas do Modelo: Altura: 1,90m/ Tórax: 121cm/ Manequim: 50.Características: Possui estampa frontal.",https://www.dafiti.com.br/Camiseta-Calvin-Klein-Jeans-Estampada-Verde-7448025.html
Camiseta Joss Corte a Fio Flor Tracejada Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Flor-Tracejada-Preto-2199-5704629-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Flor-Tracejada-Preto-9264075.html
Camiseta Mr Kitsch Manga Curta Básica Grafite,Mr Kitsch,"R$ 49,90",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Manga-Curta-Básica-Grafite-4605-9548874-1-zoom.jpg,"Camiseta Mr Kitsch Manga Curta Básica GrafiteModelagem: RetaManga: CurtaGola: RedondaTamanho: MMaterial: AlgodãoComposição: 50% algodão e 50% poliésterTipo de Tecido: MalhaLavagem: Lavar à mãoMedidas da peça: Ombro: 14cm/ Ombro a Ombro: 48cm/ Manga: 21cm/ Tórax: 110cm /Comprimento: 69cmMedidas Modelo: Altura: 1,87m/ Tórax: 98cm/ Manequim 40-42.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Manga-Curta-Basica-Grafite-4788459.html
Camisa Amil Paris Militar Manga Longa Slim Chumbo,Amil,"R$ 139,99",https://static.dafiti.com.br/p/Amil-Camisa-Amil-Paris-Militar-Manga-Longa-Slim-Chumbo-0654-3431676-1-zoom.jpg,"COMPOSIÇÃO: 100% ALGODÃOCamisa Slim Paris Manga Longa Estilo Militar 2 Bolsos Algodão pode compor diversas produções.Este produto foi confeccionado com materiais de alta qualidade, passando por vários processos de revista de forma a oferecer aos consumidores mais exigentes um produto de excelente qualidade..",https://www.dafiti.com.br/Camisa-Amil-Paris-Militar-Manga-Longa-Slim-Chumbo-6761343.html
KIT 2 Calças Jeans Destroyed Rasgada Fashion Masculina,KS CASUAL & SPORT,"R$ 129,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-KIT-2-Calças-Jeans-Destroyed-Rasgada-Fashion-Masculina-4267-5770628-1-zoom.jpg,"Callça Jeans Masculina Super Skinny PRS lavagem escura, Com modelagem confortável, veste muito bem e tem tecido com elastano para conforto no dia a dia! Kit Com 2 Calças Azul Claro e Preta  Tipo Destroyed  Bolso: (BOLSO CELULAR   2 TRASEIROS   2 DIANTEIROS) Cós: Com passantes - Fechamento: Com zíper e botãoTamanho do Bolso Celular: 10 cm largura X 20 cm profundidade",https://www.dafiti.com.br/KIT-2-Calcas-Jeans-Destroyed-Rasgada-Fashion-Masculina-8260775.html
Camiseta Joss Corte a Fio Nao Pira Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Nao-Pira-Preto-8408-9270104-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Nao-Pira-Preto-4010729.html
Camisa Polo Aramis Reta Bordado Azul-Marinho,Aramis,"R$ 134,99",https://static.dafiti.com.br/p/Aramis-Camisa-Polo-Aramis-Reta-Bordado-Azul-Marinho-7721-9289067-1-zoom.jpg,"Camisa Polo Aramis Reta Bordado Azul-MarinhoManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho M: Ombro: 17cm/ Ombro a Ombro: 48cm/ Manga: 23cm/ Tórax: 108cm /Comprimento: 75cmMedidas do Modelo: Altura 1,88m/ Tórax 98cm/ Manequim 40.Características: Possui bordado frontal.",https://www.dafiti.com.br/Camisa-Polo-Aramis-Reta-Bordado-Azul-Marinho-7609829.html
Camiseta Calvin Klein Jeans New York City Branca,Calvin Klein Jeans,"R$ 94,99",https://static.dafiti.com.br/p/Calvin-Klein-Jeans-Camiseta-Calvin-Klein-Jeans-New-York-City-Branca-3359-9008447-1-zoom.jpg,"Camiseta Calvin Klein Jeans New York City BrancaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 15cm/ Ombro a Ombro: 48cm/ Manga: 22cm/ Tórax: 108cm /Comprimento: 70cmMedidas do Modelo: Altura: 1,90m/ Tórax: 101cm/ Manequim: 40.Características: Possui estampa frontal.",https://www.dafiti.com.br/Camiseta-Calvin-Klein-Jeans-New-York-City-Branca-7448009.html
